축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
화성뱃놀이축제,2023,3,46792.0,78035.0,1216.0,126043.0,42014.3333,,,N/A,126043.0,37.12,61.91,0.96,0.0
화성뱃놀이축제,2024,3,50110.0,87098.0,1599.0,138807.0,46269.0,42014.3333,10.1,126043,12764.0,36.1,62.75,1.15,10.13
화성뱃놀이축제,2025,3,50831.0,89982.0,1421.0,142234.0,47411.3333,46269.0,2.5,138807,3427.0,35.74,63.26,1.0,2.47
