축제명,연령대,남성비율,여성비율
고령대가야축제,70세 이상,4.5,4.0
고령대가야축제,60~69세,11.5,9.6
고령대가야축제,50~59세,12.4,11.8
고령대가야축제,40~49세,8.7,7.7
고령대가야축제,30~39세,6.2,5.7
고령대가야축제,20~29세,5.0,4.5
고령대가야축제,10~19세,3.4,3.1
고령대가야축제,0~9세,1.1,1.0
