축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
고령대가야축제,2023,3,33054.0,55609.0,173.0,88836.0,29612.0,,,N/A,88836.0,37.21,62.6,0.19,0.0
고령대가야축제,2024,3,30901.0,57526.0,232.0,88659.0,29553.0,29612.0,-0.2,88836,-177.0,34.85,64.88,0.26,-0.2
