축제명,연령대,남성비율,여성비율
밀양아리랑대축제,70세 이상,4.8,4.9
밀양아리랑대축제,60~69세,10.2,10.4
밀양아리랑대축제,50~59세,9.9,11.5
밀양아리랑대축제,40~49세,7.7,8.1
밀양아리랑대축제,30~39세,6.0,5.7
밀양아리랑대축제,20~29세,5.1,5.1
밀양아리랑대축제,10~19세,4.6,4.1
밀양아리랑대축제,0~9세,0.8,1.1
