축제명,연령대,남성비율,여성비율
진안홍삼축제,70세 이상,5.6,4.2
진안홍삼축제,60~69세,13.5,10.8
진안홍삼축제,50~59세,13.0,12.2
진안홍삼축제,40~49세,7.9,6.3
진안홍삼축제,30~39세,6.6,5.1
진안홍삼축제,20~29세,4.5,4.2
진안홍삼축제,10~19세,2.9,2.6
진안홍삼축제,0~9세,0.3,0.4
