축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
포항국제불빛축제,2023,3,73874.0,126858.0,270.0,201002.0,67000.6667,,,N/A,201002.0,36.75,63.11,0.13,0.0
포항국제불빛축제,2024,3,136332.0,127005.0,582.0,263919.0,87973.0,67000.6667,31.3,201002,62917.0,51.66,48.12,0.22,31.3
포항국제불빛축제,2025,9,111105.0,66218.0,653.0,177976.0,19775.1111,87973.0,-77.5,263919,-85943.0,62.43,37.21,0.37,-32.56
