축제명,연령대,남성비율,여성비율
포항국제불빛축제,70세 이상,4.4,4.1
포항국제불빛축제,60~69세,9.4,8.9
포항국제불빛축제,50~59세,9.4,9.2
포항국제불빛축제,40~49세,8.2,7.3
포항국제불빛축제,30~39세,7.9,6.8
포항국제불빛축제,20~29세,7.5,7.6
포항국제불빛축제,10~19세,3.6,4.3
포항국제불빛축제,0~9세,0.7,0.8
