축제명,연령대,남성비율,여성비율
제주들불축제,70세 이상,2.9,2.6
제주들불축제,60~69세,9.3,6.7
제주들불축제,50~59세,13.3,10.7
제주들불축제,40~49세,10.0,8.1
제주들불축제,30~39세,8.7,7.1
제주들불축제,20~29세,7.2,7.0
제주들불축제,10~19세,2.7,2.5
제주들불축제,0~9세,0.6,0.6
