축제명,연령대,남성비율,여성비율
정남진장흥물축제,70세 이상,4.2,4.4
정남진장흥물축제,60~69세,9.2,8.0
정남진장흥물축제,50~59세,11.6,10.7
정남진장흥물축제,40~49세,9.2,8.2
정남진장흥물축제,30~39세,6.6,6.0
정남진장흥물축제,20~29세,6.0,5.1
정남진장흥물축제,10~19세,4.5,4.3
정남진장흥물축제,0~9세,0.9,1.0
