축제명,연령대,남성비율,여성비율
하동야생차문화축제,70세 이상,5.2,5.2
하동야생차문화축제,60~69세,12.9,11.6
하동야생차문화축제,50~59세,11.0,13.7
하동야생차문화축제,40~49세,7.3,7.3
하동야생차문화축제,30~39세,5.6,5.9
하동야생차문화축제,20~29세,3.9,5.2
하동야생차문화축제,10~19세,1.9,2.2
하동야생차문화축제,0~9세,0.4,0.6
