축제명,연령대,남성비율,여성비율
탐라입춘굿축제,70세 이상,3.0,2.7
탐라입춘굿축제,60~69세,7.2,6.7
탐라입춘굿축제,50~59세,11.5,11.8
탐라입춘굿축제,40~49세,8.9,9.0
탐라입춘굿축제,30~39세,8.0,7.0
탐라입춘굿축제,20~29세,7.8,9.0
탐라입춘굿축제,10~19세,3.3,3.2
탐라입춘굿축제,0~9세,0.3,0.5
