축제명,그룹명,개최년도,구분명,지표값
영산강서창들녘억새축제,축제기간,2023,외부방문자 유입,0.728
영산강서창들녘억새축제,축제기간,2023,현지인방문자 유입,0.87
영산강서창들녘억새축제,축제기간,2023,내비게이션 검색량,0.75
영산강서창들녘억새축제,축제기간,2023,관광소비,0.523
영산강서창들녘억새축제,축제기간,2023,축제지 집중률,0.879
영산강서창들녘억새축제,비축제기간,2023,외부방문자 유입,0.691
영산강서창들녘억새축제,비축제기간,2023,현지인방문자 유입,0.803
영산강서창들녘억새축제,비축제기간,2023,내비게이션 검색량,0.638
영산강서창들녘억새축제,비축제기간,2023,관광소비,0.527
영산강서창들녘억새축제,비축제기간,2023,축제지 집중률,0.818
