축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
춘천마임축제,2023,8,342704.0,139356.0,1664.0,483724.0,60465.5,,,N/A,483724.0,70.85,28.81,0.34,0.0
춘천마임축제,2024,8,150302.0,72914.0,2124.0,225340.0,28167.5,60465.5,-53.4,483724,-258384.0,66.7,32.36,0.94,-53.42
춘천마임축제,2025,8,164037.0,84431.0,2882.0,251350.0,31418.75,28167.5,11.5,225340,26010.0,65.26,33.59,1.15,11.54
