축제명,연령대,남성비율,여성비율
보령머드축제,70세 이상,2.5,2.4
보령머드축제,60~69세,7.1,6.1
보령머드축제,50~59세,9.2,8.0
보령머드축제,40~49세,9.8,7.8
보령머드축제,30~39세,10.5,7.1
보령머드축제,20~29세,11.4,7.5
보령머드축제,10~19세,4.8,4.0
보령머드축제,0~9세,0.8,0.8
