축제명,그룹명,개최년도,구분명,지표값
울산고래축제,축제기간,2023,외부방문자 유입,0.847
울산고래축제,축제기간,2023,현지인방문자 유입,0.881
울산고래축제,축제기간,2023,내비게이션 검색량,0.577
울산고래축제,축제기간,2023,관광소비,0.714
울산고래축제,축제기간,2023,축제지 집중률,0.903
울산고래축제,비축제기간,2023,외부방문자 유입,0.558
울산고래축제,비축제기간,2023,현지인방문자 유입,0.696
울산고래축제,비축제기간,2023,내비게이션 검색량,0.247
울산고래축제,비축제기간,2023,관광소비,0.703
울산고래축제,비축제기간,2023,축제지 집중률,0.618
