축제명,연령대,남성비율,여성비율
울산고래축제,70세 이상,3.7,2.3
울산고래축제,60~69세,13.0,6.7
울산고래축제,50~59세,15.7,8.3
울산고래축제,40~49세,11.6,5.5
울산고래축제,30~39세,11.4,6.2
울산고래축제,20~29세,7.1,4.3
울산고래축제,10~19세,1.4,1.6
울산고래축제,0~9세,0.5,0.5
