축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
곡성세계장미축제,2023,10,35434.0,260955.0,347.0,296736.0,29673.6,,,N/A,296736.0,11.94,87.94,0.12,0.0
곡성세계장미축제,2024,10,36428.0,273935.0,258.0,310621.0,31062.1,29673.6,4.7,296736,13885.0,11.73,88.19,0.08,4.68
곡성세계장미축제,2025,10,39448.0,292590.0,378.0,332416.0,33241.6,31062.1,7.0,310621,21795.0,11.87,88.02,0.11,7.02
