축제명,연령대,남성비율,여성비율
곡성세계장미축제,70세 이상,5.4,5.9
곡성세계장미축제,60~69세,12.2,13.6
곡성세계장미축제,50~59세,10.4,14.7
곡성세계장미축제,40~49세,6.5,6.5
곡성세계장미축제,30~39세,5.5,6.3
곡성세계장미축제,20~29세,3.6,4.6
곡성세계장미축제,10~19세,1.6,1.8
곡성세계장미축제,0~9세,0.4,0.6
