region_code,region_name,visitors_yoy_pct,spending_yoy_pct
48123,경상남도 창원시 성산구,-0.3368063498548568,13.970563515910307
48121,경상남도 창원시 의창구,1.010200811824924,0.0
48129,경상남도 창원시 진해구,5.772683047324012,16.64700605789211
48220,경상남도 통영시,0.0,0.0
48850,경상남도 하동군,7.0968608639590425,0.0
48730,경상남도 함안군,8.91384142916214,51.42963050638678
48870,경상남도 함양군,0.0,0.0
48890,경상남도 합천군,-4.5613101360050035,0.0
47290,경상북도 경산시,4.65529590507352,0.0
47130,경상북도 경주시,0.31874615966416275,199.8299142834811
47830,경상북도 고령군,-3.899263505165773,0.0
47190,경상북도 구미시,-1.8883975251061003,0.0
47150,경상북도 김천시,0.11812466942986433,0.0
47280,경상북도 문경시,-4.449903676617362,0.0
47920,경상북도 봉화군,-4.529772428896173,0.0
47250,경상북도 상주시,-3.967948727511972,0.0
47840,경상북도 성주군,-0.2007651826217982,0.0
47170,경상북도 안동시,-3.204974055201437,0.0
47770,경상북도 영덕군,0.0,21.98935102974735
47760,경상북도 영양군,0.0,0.0
47210,경상북도 영주시,0.0,-23.845377664211888
47230,경상북도 영천시,0.0,77.2454788529685
47900,경상북도 예천군,-2.975129590969039,-1.629426609535689
47940,경상북도 울릉군,0.0,0.0
47930,경상북도 울진군,0.0,13.71754848584239
47730,경상북도 의성군,2.817683783685676,0.0
47820,경상북도 청도군,2.4821537544526873,0.0
47750,경상북도 청송군,-8.388009807135566,0.0
47850,경상북도 칠곡군,0.0,0.0
47111,경상북도 포항시 남구,1.1946114274143271,0.0
47113,경상북도 포항시 북구,-0.8521609077245751,11.610152246182537
29200,광주광역시 광산구,-0.7214500007304392,7.591638703469283
29155,광주광역시 남구,-0.9553189898898751,-1.8532051877563682
29110,광주광역시 동구,4.555014466689378,12.98517569147155
29170,광주광역시 북구,2.6888462104591726,1.7726236280316332
29140,광주광역시 서구,-0.9873473880396388,4.430062438540672
27720,대구광역시 군위군,-5.749236240423238,-3.869100627733313
27200,대구광역시 남구,1.3969318106962447,0.0
27290,대구광역시 달서구,-0.22657328637972762,0.0
27710,대구광역시 달성군,1.5620618810417541,18.180566393295393
27140,대구광역시 동구,-2.906227538650663,4.35084627396245
27230,대구광역시 북구,0.7014064474913484,0.0
27170,대구광역시 서구,-3.2244991634435616,9.438557404688797
27260,대구광역시 수성구,0.652448528912597,0.0
27110,대구광역시 중구,4.100821235547691,0.0
30230,대전광역시 대덕구,0.403969457144826,8.655919147978096
30110,대전광역시 동구,0.0,0.0
30170,대전광역시 서구,-1.766149282488072,4.485906316657062
30200,대전광역시 유성구,0.9780077525350483,0.0
30140,대전광역시 중구,4.733581858819513,11.04932382073196
26440,부산광역시 강서구,-0.9787440386389679,33.77418347740544
26410,부산광역시 금정구,4.408676083206853,0.0
26710,부산광역시 기장군,-3.5195344542938822,0.0
26290,부산광역시 남구,3.68077924608996,24.203541185743948
26170,부산광역시 동구,2.091306262979553,19.094327547078937
26260,부산광역시 동래구,-0.5303591349263614,2.817126268224812
26230,부산광역시 부산진구,-0.7135985449665094,12.440013216896407
26320,부산광역시 북구,-0.826923040419314,0.0
26530,부산광역시 사상구,3.2552629691459556,0.0
26380,부산광역시 사하구,1.544310172085006,13.269352912248976
26140,부산광역시 서구,-0.5690410799997103,0.0
26500,부산광역시 수영구,2.036957530408534,0.0
26470,부산광역시 연제구,-1.8008178398181807,0.0
26200,부산광역시 영도구,-1.424513143058459,0.0
26110,부산광역시 중구,-0.5564090965809787,0.0
26350,부산광역시 해운대구,2.294602584905081,0.0
31140,울산광역시 남구,-4.281167592593893,7.363366661362503
31170,울산광역시 동구,0.0,0.0
31200,울산광역시 북구,0.0,0.9016050829677491
31710,울산광역시 울주군,2.6030321555469804,62.52152140018454
31110,울산광역시 중구,-1.869977091489472,0.0
28710,인천광역시 강화군,0.0,0.0
28200,인천광역시 남동구,-0.30452048491245165,9.128785699086993
28140,인천광역시 동구,0.0,0.0
28177,인천광역시 미추홀구,4.253574353563128,-0.39307051850207
28237,인천광역시 부평구,-2.147594135319486,-3.236192328869203
28260,인천광역시 서구,0.9935772294742629,10.485707821897062
28185,인천광역시 연수구,1.487521488159138,1.2888193298384865
28720,인천광역시 옹진군,0.0,0.0
28110,인천광역시 중구,-1.40416628182366,-2.588345108767043
46810,전라남도 강진군,-2.5168617337829824,-4.482092207211219
46770,전라남도 고흥군,-11.306522531093933,-11.57250799849544
46720,전라남도 곡성군,5.339277215525051,0.0
46230,전라남도 광양시,3.917907343849847,37.63030093728903
46730,전라남도 구례군,0.0,0.0
46170,전라남도 나주시,-1.8552327862504048,17.91727578060309
46710,전라남도 담양군,-2.5922628029858785,0.0
46110,전라남도 목포시,-3.8050913694334665,-2.829737192897619
46840,전라남도 무안군,0.0,0.0
46780,전라남도 보성군,-4.470951871747653,0.0
46150,전라남도 순천시,-4.022517360300859,-1.9999763950737104
46910,전라남도 신안군,-3.942188474476893,0.0
46130,전라남도 여수시,-2.7943796052375403,0.0
46870,전라남도 영광군,-3.3897637721457707,0.633656482224243
46830,전라남도 영암군,-0.04349507838015132,27.22182967008513
46890,전라남도 완도군,-5.909742520692795,0.0
46880,전라남도 장성군,-7.053620032661945,0.0
46800,전라남도 장흥군,-6.648802559754008,0.0
46900,전라남도 진도군,-4.343147418429072,0.0
46860,전라남도 함평군,-3.47720564034385,-19.459853142577387
46820,전라남도 해남군,-7.594166067586816,0.0
46790,전라남도 화순군,-0.4638258656956218,0.0
52790,전북특별자치도 고창군,-6.627616864286345,1.7686019122850727
52130,전북특별자치도 군산시,0.0,0.0
52210,전북특별자치도 김제시,-0.6758954076027224,0.0
52190,전북특별자치도 남원시,0.0,0.0
52730,전북특별자치도 무주군,4.597012440752213,0.0
52800,전북특별자치도 부안군,0.2262425995711581,0.0
52770,전북특별자치도 순창군,-9.68958471728848,0.0
52710,전북특별자치도 완주군,0.0,0.0
52140,전북특별자치도 익산시,-2.186202233151302,-1.7467930855516123
52750,전북특별자치도 임실군,-6.611276395036647,0.0
52740,전북특별자치도 장수군,0.0,-16.028109986249916
52113,전북특별자치도 전주시 덕진구,4.291963563452361,3.429187439863446
52111,전북특별자치도 전주시 완산구,-0.77126243208957,-1.6686228105042833
52180,전북특별자치도 정읍시,-8.113949274469512,0.0
52720,전북특별자치도 진안군,0.0,0.0
50130,제주특별자치도 서귀포시,-1.9404077647184215,0.0
50110,제주특별자치도 제주시,-2.9970332041111325,-0.344215997377606
44250,충청남도 계룡시,-3.253411379185267,0.0
44150,충청남도 공주시,0.9396432003732524,0.0
44710,충청남도 금산군,0.2564369450511528,0.0
44230,충청남도 논산시,-0.20290858416329716,107.12602440650927
44270,충청남도 당진시,-4.419836099319118,0.0
44180,충청남도 보령시,0.0,0.0
44760,충청남도 부여군,-1.5360538235401844,0.0
44210,충청남도 서산시,0.24478534850893574,-3.5472930631496813
44770,충청남도 서천군,-6.101401347839364,0.0
44200,충청남도 아산시,1.6381359427136033,21.67555151294014
44810,충청남도 예산군,-2.7921566891576433,3.2182000713773418
44131,충청남도 천안시 동남구,1.9721057822461585,0.0
44133,충청남도 천안시 서북구,0.2612705243280944,7.768108787176065
44790,충청남도 청양군,-2.2014068292360522,0.0
44825,충청남도 태안군,0.0,0.0
44800,충청남도 홍성군,-1.926036252205876,17.440281108802136
43760,충청북도 괴산군,0.0,0.0
43800,충청북도 단양군,0.0,0.0
43720,충청북도 보은군,-7.112510215020695,0.0
43740,충청북도 영동군,1.8046777943435899,0.0
43730,충청북도 옥천군,0.0,0.0
43770,충청북도 음성군,1.3354637153798476,4.336507996980998
43150,충청북도 제천시,0.0,0.0
43745,충청북도 증평군,3.43009996565109,0.0
43750,충청북도 진천군,0.8598805391942577,6.441991433916305
43111,충청북도 청주시 상당구,0.21217211529411806,-3.405545347488803
43112,충청북도 청주시 서원구,2.511238291733453,0.0
43114,충청북도 청주시 청원구,0.18077100821116687,0.0
43113,충청북도 청주시 흥덕구,0.18973668636870222,18.335822536892167
43130,충청북도 충주시,-1.9728604465589328,0.0
