축제명,연령대,남성비율,여성비율
석장리세계구석기축제,70세 이상,3.3,3.7
석장리세계구석기축제,60~69세,8.8,7.7
석장리세계구석기축제,50~59세,10.6,10.4
석장리세계구석기축제,40~49세,9.2,9.1
석장리세계구석기축제,30~39세,8.1,7.9
석장리세계구석기축제,20~29세,6.1,6.8
석장리세계구석기축제,10~19세,3.3,3.3
석장리세계구석기축제,0~9세,0.7,0.9
