축제명,연령대,남성비율,여성비율
지용제,70세 이상,4.1,4.0
지용제,60~69세,10.4,8.6
지용제,50~59세,12.7,11.6
지용제,40~49세,8.6,7.7
지용제,30~39세,5.7,4.8
지용제,20~29세,7.4,4.1
지용제,10~19세,4.9,3.7
지용제,0~9세,0.8,0.8
