축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
논산딸기축제,2024,4,49503.0,25985.0,282.0,75770.0,18942.5,,,N/A,75770.0,65.33,34.29,0.37,0.0
논산딸기축제,2025,4,46314.0,27978.0,282.0,74574.0,18643.5,18942.5,-1.6,75770,-1196.0,62.1,37.52,0.38,-1.58
