축제명,연령대,남성비율,여성비율
화천산천어축제,70세 이상,3.0,3.4
화천산천어축제,60~69세,8.1,6.1
화천산천어축제,50~59세,9.5,7.7
화천산천어축제,40~49세,8.6,7.8
화천산천어축제,30~39세,8.0,6.4
화천산천어축제,20~29세,13.7,6.5
화천산천어축제,10~19세,5.1,3.7
화천산천어축제,0~9세,1.1,1.2
