축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
화천산천어축제,2023,23,215883.0,289568.0,7955.0,513406.0,22322.0,,,N/A,513406.0,42.05,56.4,1.55,0.0
화천산천어축제,2024,23,220430.0,278698.0,19883.0,519011.0,22565.6957,22322.0,1.1,513406,5605.0,42.47,53.7,3.83,1.09
화천산천어축제,2025,23,197614.0,323869.0,18161.0,539644.0,23462.7826,22565.6957,4.0,519011,20633.0,36.62,60.02,3.37,3.98
