축제명,연령대,남성비율,여성비율
음성품바축제,70세 이상,5.7,5.0
음성품바축제,60~69세,13.9,11.0
음성품바축제,50~59세,13.4,11.0
음성품바축제,40~49세,7.4,6.0
음성품바축제,30~39세,5.8,4.4
음성품바축제,20~29세,5.1,3.9
음성품바축제,10~19세,3.1,3.1
음성품바축제,0~9세,0.5,0.5
