축제명,연령대,남성비율,여성비율
안성맞춤남사당바우덕이축제,70세 이상,4.8,4.3
안성맞춤남사당바우덕이축제,60~69세,11.9,11.2
안성맞춤남사당바우덕이축제,50~59세,10.6,10.2
안성맞춤남사당바우덕이축제,40~49세,9.2,6.8
안성맞춤남사당바우덕이축제,30~39세,8.3,7.1
안성맞춤남사당바우덕이축제,20~29세,5.4,4.5
안성맞춤남사당바우덕이축제,10~19세,2.1,2.2
안성맞춤남사당바우덕이축제,0~9세,0.7,0.8
