축제명,연령대,남성비율,여성비율
동래읍성역사축제,70세 이상,6.1,5.7
동래읍성역사축제,60~69세,9.4,9.4
동래읍성역사축제,50~59세,8.7,9.8
동래읍성역사축제,40~49세,7.5,7.7
동래읍성역사축제,30~39세,7.2,6.9
동래읍성역사축제,20~29세,6.6,6.8
동래읍성역사축제,10~19세,3.6,3.6
동래읍성역사축제,0~9세,0.4,0.5
