축제명,연령대,남성비율,여성비율
알프스하동섬진강문화재첩축제,70세 이상,5.0,4.7
알프스하동섬진강문화재첩축제,60~69세,10.7,8.6
알프스하동섬진강문화재첩축제,50~59세,12.4,11.4
알프스하동섬진강문화재첩축제,40~49세,8.2,8.4
알프스하동섬진강문화재첩축제,30~39세,5.3,5.7
알프스하동섬진강문화재첩축제,20~29세,5.0,5.0
알프스하동섬진강문화재첩축제,10~19세,4.0,4.1
알프스하동섬진강문화재첩축제,0~9세,0.7,0.8
