축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
천안흥타령축제,2023,5,106685.0,76898.0,1540.0,185123.0,37024.6,,,N/A,185123.0,57.63,41.54,0.83,0.0
천안흥타령축제,2024,5,119300.0,85091.0,1868.0,206259.0,41251.8,37024.6,11.4,185123,21136.0,57.84,41.25,0.91,11.42
천안흥타령축제,2025,5,151126.0,81800.0,2316.0,235242.0,47048.4,41251.8,14.1,206259,28983.0,64.24,34.77,0.98,14.05
