축제명,연령대,남성비율,여성비율
천안흥타령축제,70세 이상,1.9,2.0
천안흥타령축제,60~69세,6.4,5.8
천안흥타령축제,50~59세,9.0,9.0
천안흥타령축제,40~49세,11.0,8.7
천안흥타령축제,30~39세,11.7,9.7
천안흥타령축제,20~29세,8.2,7.5
천안흥타령축제,10~19세,3.5,3.9
천안흥타령축제,0~9세,0.7,1.0
