축제명,연령대,남성비율,여성비율
울산옹기축제,70세 이상,2.9,2.9
울산옹기축제,60~69세,8.8,7.4
울산옹기축제,50~59세,12.1,12.2
울산옹기축제,40~49세,9.1,9.2
울산옹기축제,30~39세,6.6,6.7
울산옹기축제,20~29세,6.0,5.6
울산옹기축제,10~19세,4.7,4.3
울산옹기축제,0~9세,0.7,1.1
