축제명,연령대,남성비율,여성비율
금산인삼축제,70세 이상,7.1,7.2
금산인삼축제,60~69세,13.4,12.1
금산인삼축제,50~59세,11.1,11.1
금산인삼축제,40~49세,7.0,6.4
금산인삼축제,30~39세,4.8,4.2
금산인삼축제,20~29세,3.7,3.5
금산인삼축제,10~19세,3.5,3.6
금산인삼축제,0~9세,0.5,0.7
