축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
금산인삼축제,2023,10,297531.0,253536.0,1854.0,552921.0,55292.1,,,N/A,552921.0,53.81,45.85,0.34,0.0
금산인삼축제,2024,11,310502.0,260864.0,1346.0,572712.0,52064.7273,55292.1,-5.8,552921,19791.0,54.22,45.55,0.24,3.58
금산인삼축제,2025,10,274139.0,232531.0,1545.0,508215.0,50821.5,52064.7273,-2.4,572712,-64497.0,53.94,45.75,0.3,-11.26
