축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
태화강마두희축제,2024,3,64636.0,71877.0,276.0,136789.0,45596.3333,,,N/A,136789.0,47.25,52.55,0.2,0.0
태화강마두희축제,2025,3,64156.0,65317.0,431.0,129904.0,43301.3333,45596.3333,-5.0,136789,-6885.0,49.39,50.28,0.33,-5.03
