축제명,연령대,남성비율,여성비율
태화강마두희축제,70세 이상,4.6,4.5
태화강마두희축제,60~69세,10.8,8.5
태화강마두희축제,50~59세,9.9,9.5
태화강마두희축제,40~49세,7.9,7.3
태화강마두희축제,30~39세,9.3,7.9
태화강마두희축제,20~29세,6.8,6.8
태화강마두희축제,10~19세,2.3,2.9
태화강마두희축제,0~9세,0.4,0.6
