축제명,연령대,남성비율,여성비율
대전사이언스페스티벌,70세 이상,2.1,1.5
대전사이언스페스티벌,60~69세,7.8,4.6
대전사이언스페스티벌,50~59세,10.7,7.3
대전사이언스페스티벌,40~49세,10.4,7.3
대전사이언스페스티벌,30~39세,13.2,8.4
대전사이언스페스티벌,20~29세,10.6,8.5
대전사이언스페스티벌,10~19세,3.6,3.0
대전사이언스페스티벌,0~9세,0.5,0.4
