축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
평창효석문화제,2023,10,66107.0,155046.0,1435.0,222588.0,22258.8,,,N/A,222588.0,29.7,69.66,0.64,0.0
평창효석문화제,2024,10,64478.0,147762.0,1219.0,213459.0,21345.9,22258.8,-4.1,222588,-9129.0,30.21,69.22,0.57,-4.1
평창효석문화제,2025,10,67025.0,153174.0,1170.0,221369.0,22136.9,21345.9,3.7,213459,7910.0,30.28,69.19,0.53,3.71
