축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
소래포구축제,2023,3,91933.0,60127.0,2787.0,154847.0,51615.6667,,,N/A,154847.0,59.37,38.83,1.8,0.0
소래포구축제,2024,3,89600.0,69994.0,3080.0,162674.0,54224.6667,51615.6667,5.1,154847,7827.0,55.08,43.03,1.89,5.05
소래포구축제,2025,3,93240.0,63337.0,2444.0,159021.0,53007.0,54224.6667,-2.2,162674,-3653.0,58.63,39.83,1.54,-2.25
