축제명,연령대,남성비율,여성비율
소래포구축제,70세 이상,2.6,2.7
소래포구축제,60~69세,8.4,6.3
소래포구축제,50~59세,11.0,9.3
소래포구축제,40~49세,11.1,8.3
소래포구축제,30~39세,10.9,7.5
소래포구축제,20~29세,6.9,5.6
소래포구축제,10~19세,3.9,4.0
소래포구축제,0~9세,0.7,0.9
