축제명,연령대,남성비율,여성비율
대구약령시한방문화축제,70세 이상,4.3,4.0
대구약령시한방문화축제,60~69세,7.4,6.8
대구약령시한방문화축제,50~59세,8.2,8.9
대구약령시한방문화축제,40~49세,7.2,6.6
대구약령시한방문화축제,30~39세,9.8,8.3
대구약령시한방문화축제,20~29세,10.4,12.0
대구약령시한방문화축제,10~19세,2.2,3.2
대구약령시한방문화축제,0~9세,0.3,0.4
