축제명,연령대,남성비율,여성비율
김해분청도자기축제,70세 이상,4.1,2.8
김해분청도자기축제,60~69세,12.8,8.3
김해분청도자기축제,50~59세,15.0,9.7
김해분청도자기축제,40~49세,11.5,5.4
김해분청도자기축제,30~39세,12.6,4.8
김해분청도자기축제,20~29세,7.6,3.1
김해분청도자기축제,10~19세,0.9,0.9
김해분청도자기축제,0~9세,0.2,0.2
