축제명,연령대,남성비율,여성비율
안동탈춤축제,70세 이상,4.4,5.0
안동탈춤축제,60~69세,8.0,8.5
안동탈춤축제,50~59세,9.2,10.9
안동탈춤축제,40~49세,7.5,7.9
안동탈춤축제,30~39세,7.9,7.2
안동탈춤축제,20~29세,7.1,8.2
안동탈춤축제,10~19세,3.2,3.9
안동탈춤축제,0~9세,0.5,0.7
