축제명,연령대,남성비율,여성비율
영도다리축제,70세 이상,6.5,5.4
영도다리축제,60~69세,12.6,10.4
영도다리축제,50~59세,9.8,10.0
영도다리축제,40~49세,7.5,6.8
영도다리축제,30~39세,6.5,5.4
영도다리축제,20~29세,6.3,5.2
영도다리축제,10~19세,3.4,3.0
영도다리축제,0~9세,0.6,0.5
