축제명,연령대,남성비율,여성비율
한산모시문화제,70세 이상,6.4,6.4
한산모시문화제,60~69세,12.5,11.5
한산모시문화제,50~59세,11.4,11.3
한산모시문화제,40~49세,7.4,7.5
한산모시문화제,30~39세,5.9,5.0
한산모시문화제,20~29세,3.5,3.6
한산모시문화제,10~19세,2.8,3.5
한산모시문화제,0~9세,0.7,0.8
