축제명,연령대,남성비율,여성비율
정선아리랑제,70세 이상,5.6,5.1
정선아리랑제,60~69세,11.9,11.3
정선아리랑제,50~59세,12.8,11.2
정선아리랑제,40~49세,8.0,7.2
정선아리랑제,30~39세,5.6,4.0
정선아리랑제,20~29세,4.1,3.7
정선아리랑제,10~19세,4.2,4.1
정선아리랑제,0~9세,0.7,0.5
