축제명,연령대,남성비율,여성비율
이천쌀문화축제,70세 이상,4.0,3.2
이천쌀문화축제,60~69세,13.5,8.7
이천쌀문화축제,50~59세,16.2,9.6
이천쌀문화축제,40~49세,10.7,6.2
이천쌀문화축제,30~39세,9.0,5.2
이천쌀문화축제,20~29세,6.5,3.7
이천쌀문화축제,10~19세,1.6,1.2
이천쌀문화축제,0~9세,0.3,0.3
