축제명,연령대,남성비율,여성비율
순창장류축제,70세 이상,5.1,5.1
순창장류축제,60~69세,13.1,10.8
순창장류축제,50~59세,12.5,12.1
순창장류축제,40~49세,7.8,7.4
순창장류축제,30~39세,5.8,5.0
순창장류축제,20~29세,4.6,3.5
순창장류축제,10~19세,3.0,3.1
순창장류축제,0~9세,0.5,0.4
