축제명,연령대,남성비율,여성비율
영덕대게축제,70세 이상,3.9,3.4
영덕대게축제,60~69세,11.2,9.8
영덕대게축제,50~59세,13.5,12.5
영덕대게축제,40~49세,9.3,8.3
영덕대게축제,30~39세,7.1,5.2
영덕대게축제,20~29세,5.2,4.1
영덕대게축제,10~19세,2.8,2.5
영덕대게축제,0~9세,0.7,0.6
