축제명,연령대,남성비율,여성비율
김제지평선축제,70세 이상,5.0,4.2
김제지평선축제,60~69세,10.1,10.5
김제지평선축제,50~59세,9.3,10.5
김제지평선축제,40~49세,8.5,8.1
김제지평선축제,30~39세,7.5,8.7
김제지평선축제,20~29세,4.5,4.9
김제지평선축제,10~19세,2.8,3.2
김제지평선축제,0~9세,0.9,1.1
