축제명,연령대,남성비율,여성비율
추억의충장축제,70세 이상,5.0,3.8
추억의충장축제,60~69세,8.3,6.2
추억의충장축제,50~59세,7.8,7.0
추억의충장축제,40~49세,6.7,6.1
추억의충장축제,30~39세,8.5,8.2
추억의충장축제,20~29세,10.8,13.2
추억의충장축제,10~19세,2.9,4.6
추억의충장축제,0~9세,0.3,0.5
