축제명,연령대,남성비율,여성비율
태백산눈축제,70세 이상,3.6,3.0
태백산눈축제,60~69세,13.4,11.8
태백산눈축제,50~59세,13.6,14.5
태백산눈축제,40~49세,9.6,7.6
태백산눈축제,30~39세,5.1,3.8
태백산눈축제,20~29세,4.7,3.3
태백산눈축제,10~19세,2.6,2.3
태백산눈축제,0~9세,0.6,0.6
