축제명,연령대,남성비율,여성비율
관악강감찬축제,70세 이상,2.8,2.9
관악강감찬축제,60~69세,5.2,4.8
관악강감찬축제,50~59세,6.3,5.7
관악강감찬축제,40~49세,6.9,5.1
관악강감찬축제,30~39세,12.9,10.3
관악강감찬축제,20~29세,15.5,16.7
관악강감찬축제,10~19세,2.1,2.3
관악강감찬축제,0~9세,0.2,0.3
