축제명,연령대,남성비율,여성비율
통영한산대첩축제,70세 이상,5.2,5.7
통영한산대첩축제,60~69세,11.0,11.5
통영한산대첩축제,50~59세,11.1,10.9
통영한산대첩축제,40~49세,8.0,7.7
통영한산대첩축제,30~39세,6.3,5.6
통영한산대첩축제,20~29세,5.4,4.4
통영한산대첩축제,10~19세,2.8,3.1
통영한산대첩축제,0~9세,0.5,0.6
