축제명,연령대,남성비율,여성비율
영동난계국악축제,70세 이상,5.7,6.0
영동난계국악축제,60~69세,12.0,9.7
영동난계국악축제,50~59세,12.2,10.8
영동난계국악축제,40~49세,7.6,6.4
영동난계국악축제,30~39세,5.6,4.7
영동난계국악축제,20~29세,5.6,5.4
영동난계국악축제,10~19세,3.9,3.4
영동난계국악축제,0~9세,0.4,0.7
