축제명,연령대,남성비율,여성비율
시흥갯골축제,70세 이상,2.3,2.0
시흥갯골축제,60~69세,6.7,5.8
시흥갯골축제,50~59세,9.2,9.5
시흥갯골축제,40~49세,10.4,9.1
시흥갯골축제,30~39세,11.6,11.8
시흥갯골축제,20~29세,5.5,6.5
시흥갯골축제,10~19세,3.5,3.9
시흥갯골축제,0~9세,1.2,1.0
