축제명,연령대,남성비율,여성비율
금호강바람소리길축제,70세 이상,3.4,3.4
금호강바람소리길축제,60~69세,9.2,9.1
금호강바람소리길축제,50~59세,11.3,12.5
금호강바람소리길축제,40~49세,9.0,7.8
금호강바람소리길축제,30~39세,8.8,7.3
금호강바람소리길축제,20~29세,6.1,6.0
금호강바람소리길축제,10~19세,2.4,2.5
금호강바람소리길축제,0~9세,0.7,0.6
