축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
영주풍기인삼축제,2023,9,106995.0,84936.0,1341.0,193272.0,21474.6667,,,N/A,193272.0,55.36,43.95,0.69,0.0
영주풍기인삼축제,2024,9,100960.0,82811.0,1330.0,185101.0,20566.7778,21474.6667,-4.2,193272,-8171.0,54.54,44.74,0.72,-4.23
영주풍기인삼축제,2025,9,104646.0,92043.0,1453.0,198142.0,22015.7778,20566.7778,7.0,185101,13041.0,52.81,46.45,0.73,7.05
