축제명,연령대,남성비율,여성비율
영주풍기인삼축제,70세 이상,7.2,7.4
영주풍기인삼축제,60~69세,14.9,13.4
영주풍기인삼축제,50~59세,11.9,11.4
영주풍기인삼축제,40~49세,7.3,5.4
영주풍기인삼축제,30~39세,4.6,3.8
영주풍기인삼축제,20~29세,4.0,3.0
영주풍기인삼축제,10~19세,2.9,2.0
영주풍기인삼축제,0~9세,0.4,0.4
