축제명,연령대,남성비율,여성비율
보성다향대축제,70세 이상,4.9,5.0
보성다향대축제,60~69세,10.5,9.3
보성다향대축제,50~59세,11.2,11.5
보성다향대축제,40~49세,7.9,7.6
보성다향대축제,30~39세,6.5,6.0
보성다향대축제,20~29세,5.2,5.3
보성다향대축제,10~19세,4.0,3.7
보성다향대축제,0~9세,0.6,0.9
