축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
부산국제록페스티벌,2024,3,25736.0,104907.0,851.0,131494.0,43831.3333,,,N/A,131494.0,19.57,79.78,0.65,0.0
부산국제록페스티벌,2025,3,26759.0,109105.0,757.0,136621.0,45540.3333,43831.3333,3.9,131494,5127.0,19.59,79.86,0.55,3.9
