축제명,연령대,남성비율,여성비율
부산국제록페스티벌,70세 이상,3.4,1.8
부산국제록페스티벌,60~69세,8.5,4.5
부산국제록페스티벌,50~59세,7.2,5.3
부산국제록페스티벌,40~49세,6.1,4.6
부산국제록페스티벌,30~39세,9.9,13.0
부산국제록페스티벌,20~29세,10.1,21.7
부산국제록페스티벌,10~19세,1.3,2.3
부산국제록페스티벌,0~9세,0.2,0.3
