축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
담양대나무축제,2023,5,85117.0,126686.0,326.0,212129.0,42425.8,,,N/A,212129.0,40.13,59.72,0.15,0.0
담양대나무축제,2024,5,90142.0,167207.0,423.0,257772.0,51554.4,42425.8,21.5,212129,45643.0,34.97,64.87,0.16,21.52
담양대나무축제,2025,5,84791.0,260085.0,663.0,345539.0,69107.8,51554.4,34.0,257772,87767.0,24.54,75.27,0.19,34.05
