축제명,연령대,남성비율,여성비율
부천국제만화축제,70세 이상,2.5,2.5
부천국제만화축제,60~69세,8.1,7.5
부천국제만화축제,50~59세,9.8,10.5
부천국제만화축제,40~49세,9.1,8.4
부천국제만화축제,30~39세,9.1,8.3
부천국제만화축제,20~29세,7.0,6.9
부천국제만화축제,10~19세,4.3,4.7
부천국제만화축제,0~9세,0.7,0.7
