축제명,개최년도,축체기간(일),(현지인)방문자수,(외지인)방문자수,(외국인)방문자수,(전체)방문자수,일평균 방문자수,전년도 일평균 방문자수,일평균 방문자수 증감률,(이전)전체방문자,(전체)방문자증감,(현지인)방문자비율,(외지인)방문자비율,(외국인)방문자비율,전년대비방문자증감비율
세종축제,2023,4,123830.0,62219.0,0.0,186049.0,46512.25,,,N/A,186049.0,66.56,33.44,0.0,0.0
세종축제,2024,4,161094.0,82060.0,493.0,243647.0,60911.75,46512.25,31.0,186049,57598.0,66.12,33.68,0.2,30.96
세종축제,2025,3,124183.0,79478.0,427.0,204088.0,68029.3333,60911.75,11.7,243647,-39559.0,60.85,38.94,0.21,-16.24
